RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
8856,15689953,Toscani,697,Spain,Male,43,10,128226.37,1,0,0,188486.94,0
1602,15594404,Bevan,834,France,Female,49,8,160602.25,2,1,0,129273.94,0
5466,15794941,Chibueze,647,Germany,Female,41,1,85906.65,3,1,0,189159.97,0
6489,15598097,Johnstone,550,France,Male,44,9,0.0,2,1,0,26257.01,0
7322,15689268,Fitzpatrick,584,France,Male,36,9,0.0,1,1,1,105818.51,0
4618,15799932,Iweobiegbunam,812,France,Male,24,10,0.0,2,1,1,156906.15,0
6640,15583076,Deleon,588,Germany,Male,41,6,106116.56,2,1,0,198766.61,0
6483,15628292,Lucchesi,850,France,Male,32,4,156001.68,2,1,1,151677.31,0
4165,15706170,Onyemere,636,France,Male,34,1,84055.43,1,0,0,37490.84,0
8818,15570485,Udegbunam,558,Spain,Male,40,4,161766.87,1,0,0,92378.54,0
4480,15579112,Gibson,598,France,Male,47,2,0.0,2,1,1,186116.54,0
1505,15791302,Swift,741,France,Male,32,8,0.0,2,1,0,143598.7,0
6782,15714874,Major,850,France,Female,42,3,0.0,2,1,1,176883.42,0
6841,15685826,Hsiung,563,France,Male,30,7,90727.79,1,1,0,122268.75,0
5513,15653784,Solomina,627,France,Male,37,2,125190.86,1,0,1,84584.69,0
755,15685997,Azubuike,838,Spain,Female,39,5,166733.92,2,1,0,14279.44,0
8332,15673084,Galkin,645,Spain,Male,38,1,68079.8,1,0,1,166264.89,0
6909,15610653,Belov,733,Spain,Female,38,5,0.0,2,1,1,1271.51,0
5195,15791550,Kelly,696,France,Male,27,4,87637.26,2,0,0,196111.35,0
1344,15645778,Reid,670,Spain,Male,42,3,81589.04,1,1,0,188227.8,0
2750,15671124,Buccho,599,France,Male,25,6,120383.41,1,1,1,24903.09,0
5606,15730272,Evseev,619,France,Male,58,5,152199.33,1,1,1,86022.09,0
8780,15650322,Grigoryeva,701,France,Female,34,3,105588.66,1,0,1,74694.41,0
6942,15628950,Coates,501,Germany,Male,25,6,104013.79,1,1,0,114774.35,0
1173,15697789,Li Fonti,647,Germany,Female,43,3,122717.53,2,1,1,87000.39,0
8206,15800793,St Clair,477,Germany,Female,39,4,182491.57,1,1,0,185830.72,0
3092,15662901,Hu,656,France,Male,37,2,0.0,2,0,1,67840.81,0
9217,15701364,Doherty,724,France,Male,30,10,0.0,2,1,1,54265.55,0
1109,15678886,Golubev,679,Germany,Male,38,7,110555.37,2,1,0,46522.68,0
4153,15662532,Holmes,757,Germany,Male,31,8,149085.9,2,1,1,197077.36,0
3285,15724150,Nkemdirim,814,France,Male,48,9,136596.85,1,1,1,185791.9,0
2870,15594084,Anderson,524,France,Male,22,9,0.0,2,1,0,74405.34,0
6339,15784161,Hargreaves,583,Germany,Male,39,8,102945.01,1,0,0,52861.89,0
3443,15784130,He,850,Germany,Female,30,8,154870.28,1,1,1,54191.38,0
2480,15657139,Otutodilinna,652,France,Female,40,8,84390.8,2,0,1,107876.2,0
1092,15784092,Henderson,732,France,Male,36,7,126195.81,1,1,1,133172.48,0
5551,15777784,Tu,733,France,Female,44,6,168165.84,1,0,1,197193.49,0
5110,15576156,Abazu,710,Spain,Female,28,6,0.0,1,1,0,48426.98,0
8263,15772503,Burns,737,France,Female,33,4,0.0,2,1,0,115115.32,0
2283,15642787,Ijendu,572,France,Male,37,1,133043.66,1,0,0,111243.09,0
9640,15650924,Foster,761,Spain,Female,32,4,103515.39,2,1,1,177622.38,0
295,15785819,Shao,681,France,Male,38,3,0.0,2,1,1,112491.96,0
3272,15708791,Abazu,584,Spain,Male,32,9,85534.83,1,0,0,169137.24,0
9293,15677764,Chao,461,Germany,Female,74,1,186445.31,2,1,1,196767.83,0
812,15649992,Alexander,681,Spain,Male,65,7,134714.7,2,0,1,190419.81,0
8105,15805413,Chiang,769,France,Female,31,6,117852.26,2,1,0,147668.64,0
1487,15626710,Yudina,642,France,Female,39,4,0.0,1,1,1,76821.24,0
2809,15615991,Udegbulam,654,France,Male,42,7,99263.09,1,1,1,67607.9,0
43,15687946,Osborne,556,France,Female,61,2,117419.35,1,1,1,94153.83,0
681,15780804,Nucci,482,France,Male,55,5,97318.25,1,0,1,78416.14,0
8408,15675626,Dawson,726,France,Male,28,2,0.0,1,0,0,98060.51,0
1803,15779247,Pai,683,Spain,Female,24,8,98567.1,1,1,0,187987.01,0
5580,15578073,Barker,686,Spain,Male,22,8,0.0,2,0,0,142331.85,0
8278,15765283,Wenz,624,Germany,Female,40,3,149961.99,2,1,0,104610.86,0
6310,15785342,Shipp,705,France,Male,25,9,0.0,2,0,1,112331.19,0
1668,15718247,Hayden,606,Spain,Female,46,8,0.0,2,1,1,183717.94,0
8827,15570194,Ikemefuna,412,France,Male,29,5,0.0,2,0,0,12510.53,0
7199,15773934,Fang,670,France,Male,33,6,88294.6,1,1,0,66979.06,0
78,15662085,Read,678,France,Female,32,9,0.0,1,1,1,148210.64,0
4994,15728912,Swanson,554,France,Female,44,6,92436.86,1,1,0,126033.9,0
7363,15605872,Felix,707,France,Male,73,6,66573.17,1,1,1,62768.8,0
418,15695632,Dellucci,556,France,Female,39,9,89588.35,1,1,1,94898.1,0
7613,15599535,Howell,678,Spain,Male,28,5,138668.18,1,1,1,54144.01,0
3824,15585823,Wilson,627,France,Male,31,8,128131.73,1,1,0,96131.47,0
5080,15692406,Gow,427,France,Male,37,5,0.0,2,1,1,121485.1,0
9825,15658980,Matthews,711,Germany,Male,26,9,128793.63,1,1,0,19262.05,0
3325,15815420,McDaniels,808,Spain,Male,47,8,139196.0,1,0,1,74028.36,0
1693,15809006,Walker,602,France,Male,23,7,113758.48,2,0,0,84077.6,0
4247,15777504,Colbert,617,France,Female,30,8,0.0,1,1,1,92621.9,0
942,15676521,Y?an,696,France,Female,31,8,0.0,2,0,0,191074.11,0
3655,15632365,Booth,542,Germany,Male,33,8,142871.27,2,0,0,77737.86,0
999,15659557,Artamonova,811,Germany,Female,28,4,167738.82,2,1,1,9903.42,0
2105,15719561,Lin,768,France,Male,42,5,0.0,3,0,0,60686.4,0
3865,15808960,Alleyne,620,Germany,Male,40,5,108197.11,2,1,0,49722.34,0
3966,15775892,Caldwell,748,Spain,Female,23,8,85600.08,1,0,0,134077.71,0
6399,15591822,Mackenzie,593,Spain,Male,26,9,76226.9,1,1,0,167564.82,0
9430,15577913,Oliver,651,France,Female,32,8,144581.96,1,1,1,87609.5,0
3817,15602554,Vorobyova,664,France,Female,31,9,114519.57,2,0,1,79222.02,0
1212,15738174,Ervin,452,France,Female,32,5,0.0,2,0,1,75279.39,0
4579,15801821,Cookson,691,France,Male,38,1,0.0,2,0,0,44653.5,0
5570,15701524,Ting,709,France,Male,36,0,0.0,2,1,0,46811.77,0
855,15601589,Baresi,675,France,Female,57,8,0.0,2,0,1,95463.29,0
4133,15737571,Matveyev,540,Spain,Female,28,6,84121.04,1,0,1,80698.54,0
3932,15774133,Cox,706,France,Female,35,8,178032.53,1,0,1,42181.68,0
8420,15775809,Holloway,677,Germany,Female,26,6,98723.67,1,0,1,151146.67,0
9934,15765375,Butusov,797,France,Female,46,8,0.0,1,0,0,162668.33,0
9779,15623143,Lung,732,France,Female,43,9,0.0,2,1,0,183147.17,0
739,15661036,Davis,725,France,Male,46,6,0.0,2,1,0,161767.38,0
6126,15687913,Mai,501,Germany,Female,34,7,93244.42,1,0,1,199805.63,0
5038,15814923,Sullivan,606,Spain,Male,38,7,128578.52,1,1,1,193878.51,0
3446,15784097,Gibson,660,Germany,Male,28,1,118402.25,2,1,0,14288.93,0
1770,15684267,Davila,607,Germany,Male,39,2,84468.67,2,1,1,121945.42,0
100,15633059,Fanucci,413,France,Male,34,9,0.0,2,0,0,6534.18,0
7418,15736533,Monaldo,730,Germany,Female,37,5,124053.03,1,1,0,118591.67,0
6889,15727539,Schoenheimer,618,France,Female,31,4,0.0,2,1,0,29176.04,0
7893,15707025,Fang,648,Spain,Female,31,5,0.0,2,1,1,5199.02,0
628,15605447,Palermo,752,France,Male,49,2,78653.84,1,1,0,7698.6,0
5714,15643439,Ferguson,537,France,Male,47,10,0.0,2,0,1,25482.62,0
7487,15593694,Williams,814,France,Male,49,8,0.0,2,0,0,157822.54,0
6049,15676433,Allan,707,France,Female,36,6,0.0,1,0,0,98810.78,0
4622,15698664,Liang,567,Spain,Male,43,2,115643.58,2,0,0,174606.35,0
5846,15654300,Mao,530,Germany,Male,33,9,75242.28,1,0,1,101694.67,0
2183,15724889,Chinweuba,665,Spain,Male,38,9,0.0,1,0,1,87412.74,0
9331,15780256,Palfreyman,630,France,Male,34,9,0.0,2,1,1,114006.35,0
1362,15754068,Judd,578,France,Male,32,4,0.0,2,1,1,141822.8,0
3117,15666675,Hsieh,753,France,Female,39,7,155062.8,1,1,1,16460.77,0
9579,15810891,Lorenzo,662,France,Male,34,2,117731.79,2,0,1,55120.79,0
1335,15664772,Greece,489,Germany,Male,28,1,79460.98,2,1,1,167973.63,0
1976,15591386,Golubova,622,France,Female,35,5,0.0,2,1,0,51112.8,0
6953,15598838,Greco,659,France,Female,37,1,151105.68,1,1,1,140934.57,0
3808,15670562,Pharr,470,France,Male,30,3,101140.76,1,1,1,50906.65,0
1650,15569423,Cunningham,731,Spain,Male,41,4,0.0,2,1,0,22299.27,0
7607,15571571,Ting,680,Germany,Female,31,3,127331.46,3,1,1,176433.6,0
9574,15796834,Rivers,652,Germany,Male,35,7,104015.54,2,1,1,55207.88,0
5030,15651272,Reyes,709,France,Male,38,5,0.0,2,1,1,81452.29,0
190,15587421,Tsai,687,Germany,Female,34,7,111388.18,2,1,0,148564.76,0
3010,15660200,Mai,551,France,Male,31,1,0.0,2,1,1,185105.44,0
2256,15681506,Lane,478,Spain,Male,43,1,0.0,2,1,1,197916.43,0
3963,15600911,Mbadiwe,712,France,Male,33,2,182888.08,1,1,0,3061.0,0
2882,15570943,Artemyeva,711,Germany,Female,35,2,133607.75,1,1,1,120586.32,0
3769,15685920,Lombardo,599,Spain,Male,34,2,101506.66,1,0,0,198030.24,0
2927,15744529,Chiekwugo,510,France,Male,63,8,0.0,2,1,1,115291.86,0
5353,15675749,Baranov,695,France,Female,23,1,0.0,2,1,1,141756.32,0
3838,15662533,Porter,598,Spain,Female,23,6,0.0,2,1,0,153229.19,0
5712,15730345,Miah,617,France,Female,35,2,104508.1,1,1,1,147636.46,0
2853,15771483,Arnold,609,France,Male,40,6,0.0,2,1,1,97416.34,0
5300,15792989,Bianchi,543,France,Female,71,1,104308.77,1,1,1,25650.04,0
3924,15595047,Murray,764,France,Male,41,7,0.0,2,0,0,134878.34,0
5418,15662245,Pomeroy,588,France,Male,32,1,0.0,2,1,1,8763.87,0
4980,15792250,Nnabuife,616,Germany,Female,45,4,122793.96,1,1,1,62002.04,0
1317,15808689,Morres,850,France,Female,31,4,0.0,2,1,1,33082.81,0
8253,15734737,Bruno,744,France,Male,56,9,0.0,2,1,1,169498.61,0
3398,15691624,Chidiebere,820,France,Male,33,2,132150.26,2,1,0,23067.97,0
7151,15691150,Ku,699,France,Female,32,4,110559.46,1,1,1,127429.56,0
9741,15572021,Ts'ao,798,Germany,Female,29,8,80204.11,2,1,0,70223.22,0
299,15650068,Johnson,511,France,Male,58,0,149117.31,1,1,1,162599.51,0
444,15732628,Ugoji,745,France,Male,46,2,122220.19,1,1,1,118024.1,0
4171,15605665,Nwora,673,Germany,Female,69,3,78833.15,2,1,1,37196.15,0
8085,15736146,Afamefula,608,Germany,Male,28,4,96679.71,1,1,1,49133.45,0
4554,15763613,Barlow,581,France,Male,30,1,0.0,2,1,0,199464.08,0
8807,15598940,Achebe,681,Germany,Male,38,6,181804.34,2,1,1,57517.71,0
215,15785542,Kornilova,572,Germany,Male,26,4,118287.01,2,0,0,60427.3,0
2357,15614934,McEwan,625,Germany,Female,37,4,142711.81,1,1,0,35625.41,0
7075,15752139,Salter,682,Germany,Male,36,5,72373.62,2,1,0,36895.99,0
2149,15811842,Artemyeva,630,Spain,Male,26,7,0.0,2,1,1,6656.64,0
3183,15638646,Lucchese,669,France,Female,43,1,160474.59,1,1,1,95963.14,0
4711,15685653,Benson,585,Germany,Female,40,3,162261.01,2,1,0,137028.51,0
5972,15786680,Bianchi,805,Spain,Male,37,5,0.0,2,1,0,21928.81,0
3360,15747878,Aiken,739,Spain,Male,60,4,0.0,1,1,1,51637.67,0
3763,15643042,Han,590,Germany,Female,40,2,117641.43,2,0,0,92198.05,0
4814,15723858,Schiavone,517,Spain,Male,39,3,0.0,2,0,1,12465.51,0
658,15698474,Sagese,601,Germany,Female,54,1,131039.97,2,1,1,199661.5,0
2938,15782806,Watson,718,Spain,Male,28,6,0.0,2,1,0,146875.86,0
9997,15569892,Johnstone,516,France,Male,35,10,57369.61,1,1,1,101699.77,0
9746,15603883,Ch'in,818,France,Male,36,4,0.0,2,1,1,8037.03,0
9773,15750549,Akobundu,660,Germany,Male,30,1,84440.1,2,1,1,60485.98,0
5857,15750671,Egobudike,512,Spain,Male,31,6,0.0,2,1,0,168462.26,0
3510,15729958,Wilkinson,777,France,Male,37,1,0.0,1,1,1,126837.72,0
5446,15779174,Young,451,France,Female,36,2,0.0,2,1,1,180142.42,0
2921,15714658,Yates,696,France,Female,33,4,0.0,2,1,1,73371.65,0
3964,15629603,Chuang,607,France,Male,31,8,0.0,2,1,1,43196.5,0
5484,15666032,Mancini,568,Spain,Male,28,1,127289.28,1,0,0,45611.51,0
6028,15799494,Forster,850,Germany,Male,44,3,140393.65,2,0,1,186285.52,0
1992,15570859,Froggatt,626,Germany,Male,36,2,181671.16,2,1,1,57531.14,0
6085,15619494,Abdulov,562,Germany,Female,31,9,117153.0,1,1,1,108675.01,0
6660,15584749,Humphries,668,Germany,Male,39,4,79896.0,1,1,0,38466.39,0
6167,15567431,Kodilinyechukwu,773,France,Male,64,2,145578.28,1,0,1,186172.85,0
5880,15705301,Parkes,683,France,Male,41,6,95696.52,2,1,1,184366.14,0
4899,15722122,Findlay,544,France,Female,40,7,0.0,1,0,1,161076.92,0
619,15594594,Loggia,546,Spain,Male,42,7,139070.51,1,1,1,86945.0,0
3413,15782802,Beneventi,582,Germany,Male,26,6,114450.32,1,1,1,14081.64,0
1867,15632575,Moore,559,France,Female,70,9,0.0,1,1,1,122996.76,0
3722,15758362,Williamson,731,France,Female,41,9,152243.57,1,1,1,88783.59,0
9793,15787168,Y?,819,Spain,Female,28,8,168253.21,1,1,1,102799.14,0
7025,15714087,McGill,624,Germany,Female,45,5,151855.33,1,1,0,68794.15,0
9837,15777958,Ch'ien,587,France,Male,39,10,0.0,2,1,1,170409.45,0
8673,15586848,Rose,706,France,Male,38,1,0.0,2,1,0,122379.54,0
3653,15654341,Chao,542,France,Male,34,8,101116.06,1,1,0,196395.05,0
854,15745012,Pettit,653,France,Female,43,6,0.0,2,1,1,7330.59,0
5465,15795540,Reye,556,France,Female,36,2,134208.22,1,0,1,177670.57,0
6516,15810898,Pan,803,France,Female,65,2,151659.52,2,0,1,6930.17,0
8980,15742511,Gordon,514,France,Male,35,3,121030.9,1,1,0,10008.68,0
3260,15778830,Dellucci,841,France,Male,31,2,0.0,2,1,0,173240.52,0
1403,15613282,Vorobyova,757,France,Male,29,8,130306.49,1,1,0,77469.38,0
5944,15658813,Siciliani,645,France,Female,55,7,0.0,2,1,1,18369.33,0
4459,15585839,Niu,633,France,Male,37,2,0.0,2,1,0,182258.17,0
8101,15631217,Young,663,France,Male,40,6,156218.19,1,0,1,33607.72,0
1600,15719309,Stephens,670,France,Female,42,1,115961.58,2,0,1,29483.87,0
8815,15589725,Zubarev,740,France,Female,51,4,0.0,2,1,1,178929.84,0
1875,15590268,Chu,529,Spain,Male,35,5,95772.97,1,1,1,112781.5,0
6583,15785975,Mason,525,Spain,Female,60,7,0.0,2,0,1,168034.9,0
6208,15665811,Parry,644,France,Male,33,9,141234.98,1,1,0,95673.05,0
5400,15628904,Bowen,733,Spain,Male,35,8,102918.38,1,1,1,45959.86,0
8260,15703199,Golibe,619,Spain,Male,38,3,96143.47,1,0,0,98994.92,0
2110,15589224,Moore,596,Spain,Male,41,5,0.0,2,0,1,141053.85,0
7905,15783338,Williams,449,Spain,Male,32,0,155619.36,1,1,1,166692.03,0
9028,15686718,Hung,802,Germany,Male,37,9,115569.21,1,0,1,119782.89,0
9524,15790322,Beneventi,660,France,Female,32,0,114668.89,1,1,0,84605.0,0
7223,15694237,McEwan,744,Spain,Male,39,4,95161.75,1,1,0,19409.77,0
2898,15664150,Holland,528,Germany,Female,29,9,170214.23,2,1,0,49284.0,0
4475,15719827,O'Donnell,767,France,Male,36,3,0.0,1,0,0,65147.27,0
4954,15684516,Plascencia,629,Spain,Male,34,1,121151.05,1,0,0,119357.93,0
7211,15800773,Ikenna,648,Spain,Female,28,9,102282.61,1,1,1,157891.11,0
4186,15642570,Scott,675,Spain,Male,35,8,0.0,2,1,0,29062.25,0
5197,15670822,Palmer,719,France,Female,22,7,114415.84,1,1,1,177497.4,0
8200,15798532,Crawford,810,France,Male,32,9,120879.73,2,0,1,78896.59,0
512,15761043,Macleod,632,Germany,Female,38,6,86569.76,2,1,0,98090.91,0
4915,15679062,Morrison,734,Germany,Female,47,10,91522.04,2,1,1,138835.91,0
8660,15770631,Sutherland,730,Spain,Male,25,5,167385.81,1,1,1,56307.51,0
888,15625021,Hung,585,France,Male,42,2,0.0,2,1,1,18657.77,0
4633,15740557,Fedorova,753,France,Female,43,5,0.0,2,1,0,109881.71,0
6829,15806134,Storey,707,Germany,Male,34,9,162691.16,2,1,0,94912.78,0
2781,15790235,Hsing,778,Spain,Male,40,8,104291.41,2,1,1,117507.11,0
8265,15710111,Clark,742,France,Male,33,6,0.0,2,0,0,38550.4,0
7266,15692718,Jackson,738,France,Female,38,7,0.0,2,0,0,69227.42,0
9645,15728480,Iloerika,452,France,Female,35,8,0.0,2,1,1,149614.81,0
7520,15814116,Castiglione,583,France,Female,42,7,0.0,2,1,0,144039.05,0
3889,15576094,Sung,743,France,Male,71,0,0.0,2,0,1,29837.65,0
1775,15802256,Yao,439,France,Male,28,7,110976.23,2,1,0,138526.96,0
2199,15573876,Chia,473,Spain,Male,48,8,0.0,2,1,0,71139.8,0
5132,15707479,Fan,664,France,Male,40,7,125608.72,1,1,0,122073.48,0
5377,15602500,Maslova,850,Spain,Male,38,1,146343.98,1,0,1,103902.11,0
5111,15646756,Murphy,682,France,Female,33,8,74963.5,1,1,1,32770.56,0
2113,15631201,Hill,472,Spain,Female,28,4,0.0,2,1,0,1801.77,0
9638,15803654,Wei,790,France,Female,31,2,151290.16,1,1,1,172437.12,0
2446,15654409,Unwin,665,France,Female,34,5,67816.72,1,1,1,29641.58,0
8557,15575445,Ferguson,629,Spain,Male,41,10,150148.51,1,0,0,6936.27,0
9124,15679029,Kung,718,France,Male,33,7,102874.28,1,0,0,117841.06,0
230,15605461,Lucas,594,Germany,Female,29,3,130830.22,1,1,0,61048.53,0
2703,15670172,Padovesi,622,France,Female,30,4,107879.04,1,0,1,196894.62,0
1361,15694409,Tsao,647,Germany,Female,22,3,97975.82,2,0,1,62083.0,0
6080,15739292,Gorshkov,609,Germany,Male,31,9,103837.75,1,1,1,150218.11,0
7703,15719931,Johnstone,850,France,Male,31,8,0.0,2,1,0,178667.7,0
9930,15696388,Artamonova,755,Germany,Male,38,4,111096.91,1,1,1,19762.88,0
2264,15594685,Hall,757,France,Female,49,2,0.0,2,0,0,164482.92,0
6720,15776629,Christie,650,France,Female,39,4,0.0,2,0,0,186275.7,0
412,15760431,Pino,850,France,Male,38,1,0.0,2,1,1,80006.65,0
2427,15759038,Whitehead,793,France,Female,41,3,141806.46,1,1,0,102921.17,0
2764,15654495,Potter,706,Germany,Female,47,6,120621.89,1,1,1,140803.7,0
7280,15810485,Sun,486,Germany,Male,37,1,101438.0,1,0,0,51364.56,0
7548,15617991,Andrews,555,France,Male,29,4,128744.04,1,1,1,47454.93,0
5451,15580227,Moss,803,France,Male,33,6,0.0,2,1,0,115676.61,0
9111,15727391,Collier,688,Germany,Male,29,9,144553.5,2,1,0,143454.95,0
6642,15591942,Zito,611,Spain,Female,33,7,0.0,2,1,1,3729.89,0
1297,15803365,Coffee,653,Spain,Male,55,2,70263.83,1,0,1,62347.71,0
4140,15599090,McKelvey,564,Germany,Male,40,7,108407.34,1,1,1,83681.2,0
9581,15778838,Warren,783,France,Male,38,9,114135.17,1,1,0,153269.98,0
2174,15649738,White,698,France,Female,46,0,0.0,2,1,1,125962.02,0
3126,15685346,Chu,736,Spain,Female,26,4,135889.13,1,1,1,165692.03,0
6807,15795586,McDonald,478,France,Male,35,1,92474.05,1,1,0,178626.07,0
9010,15729087,Suttor,751,Germany,Male,54,9,156367.6,2,0,1,116179.92,0
3663,15628123,Robinson,632,France,Female,28,5,118890.81,1,0,1,145157.97,0
8092,15715510,Eluemuno,768,France,Male,29,2,95984.69,2,1,1,73686.75,0
234,15723886,Fiore,767,Germany,Male,20,3,119714.25,2,0,1,150135.38,0
6544,15796218,Wei,814,Germany,Male,29,1,131968.57,2,1,1,147693.92,0
6939,15698324,Azikiwe,725,France,Female,33,4,0.0,1,1,1,67879.8,0
9326,15786389,Chuang,635,Spain,Female,41,10,0.0,2,1,1,61994.2,0
5986,15702145,Edments,705,Spain,Male,33,7,68423.89,1,1,1,64872.55,0
7416,15635598,Hsieh,812,France,Male,29,6,0.0,2,0,0,168023.6,0
6830,15601351,Moroney,735,France,Male,43,9,127806.91,1,1,1,73069.59,0
892,15780140,Bellucci,435,Germany,Male,32,2,57017.06,2,1,1,5907.11,0
1007,15739189,Johnson,561,Spain,Female,33,6,0.0,2,1,0,45261.47,0
9814,15691170,Vasilyeva,590,Spain,Female,29,10,99250.08,1,1,1,129629.41,0
7464,15667934,Moretti,512,France,Male,36,0,129804.17,1,1,0,53020.9,0
4764,15696564,Nweke,752,France,Male,38,0,145974.79,2,1,1,137694.23,0
4253,15787830,Bailey,452,Germany,Male,33,7,153663.27,1,1,0,111868.23,0
6322,15689096,Beneventi,590,France,Male,47,0,117879.32,1,1,1,8214.46,0
56,15760861,Phillipps,619,France,Male,43,1,125211.92,1,1,1,113410.49,0
7194,15797246,Terry,621,Germany,Female,34,2,91258.52,2,1,0,44857.4,0
9461,15581089,Knight,744,Spain,Male,35,7,0.0,2,1,1,43036.6,0
8490,15686538,Nixon,522,France,Female,41,7,0.0,2,0,1,176780.39,0
279,15683562,Allen,646,France,Male,35,6,84026.86,1,0,1,164255.69,0
241,15812009,Grant,662,Spain,Male,38,4,0.0,2,1,0,136259.65,0
3934,15758013,Napolitano,698,France,Male,37,5,98400.61,2,0,0,25017.28,0
9931,15713604,Rossi,425,Germany,Male,40,9,166776.6,2,0,1,172646.88,0
8677,15576124,Muravyova,582,France,Male,41,1,40488.76,1,1,0,128528.83,0
4307,15727059,Lettiere,476,France,Female,40,4,0.0,2,0,0,182547.04,0
3703,15698335,Bergamaschi,504,France,Female,73,8,0.0,1,1,1,34595.58,0
5488,15799790,Carter,763,France,Male,35,9,0.0,1,1,1,31372.91,0
7940,15761717,Ch'ien,720,France,Male,26,10,51962.91,2,1,0,45507.24,0
7785,15756299,Davis,741,France,Female,64,2,69311.16,1,1,1,59237.72,0
111,15803526,Eremenko,685,Germany,Male,30,3,90536.81,1,0,1,63082.88,0
1375,15774738,Campa,632,France,Male,44,3,107764.75,1,1,0,185667.72,0
1945,15687310,Humphries,783,Spain,Male,39,9,0.0,2,1,0,143752.77,0
5024,15615254,Clark,555,France,Male,40,10,43028.77,1,1,0,170514.21,0
6163,15627385,Uwaezuoke,748,France,Male,34,5,84009.47,1,1,1,137001.1,0
2453,15578825,Golubev,734,France,Female,29,0,139994.66,1,1,0,17744.72,0
9052,15569624,Feng,671,Germany,Female,31,6,105864.6,2,1,0,145567.34,0
327,15601848,Scott,594,France,Male,35,2,0.0,2,1,0,103480.69,0
4693,15787848,Chinedum,602,Spain,Male,30,9,113672.18,2,0,0,102135.92,0
4070,15656613,McGregor,646,France,Female,34,3,131283.11,1,0,0,130500.65,0
2293,15779064,Chidiegwu,677,France,Male,27,2,0.0,2,1,1,20092.89,0
3754,15578211,Connolly,777,France,Male,23,6,0.0,2,1,1,163225.48,0
7594,15588019,Li Fonti,418,France,Male,28,7,98738.92,1,1,0,122190.22,0
9142,15756277,Wilson,850,Germany,Female,43,8,92244.83,2,1,0,54949.73,0
5545,15650864,Power,507,France,Male,42,6,0.0,2,1,0,34777.23,0
7656,15594651,Milani,748,France,Male,38,4,115221.36,1,0,1,70956.75,0
8292,15742879,Boni,668,Spain,Male,38,1,147904.31,1,1,1,69370.05,0
6236,15691457,Boyle,674,Spain,Male,36,2,0.0,2,1,1,182787.17,0
4359,15759751,Tsui,483,France,Male,48,1,0.0,2,1,1,110059.38,0
684,15786905,Russo,749,Germany,Female,40,8,141782.57,2,0,0,86333.63,0
4576,15756926,Atherton,833,Germany,Male,29,1,96462.25,2,0,1,48986.18,0
8509,15616833,Wang,678,Spain,Male,27,2,0.0,2,1,1,13221.25,0
6812,15771222,Oguejiofor,779,France,Female,42,5,0.0,2,0,0,25951.91,0
2981,15709476,Kenyon,850,Spain,Female,41,3,99945.93,2,1,0,71179.31,0
5915,15726058,Cattaneo,754,Germany,Male,27,7,117578.35,2,0,1,87908.01,0
9752,15789339,Yen,681,France,Male,59,4,122781.51,1,0,1,140166.95,0
3044,15746422,Muir,636,France,Female,38,1,0.0,1,1,0,45015.38,0
935,15790299,Williamson,592,Spain,Male,37,9,0.0,3,1,1,10656.89,0
4787,15749799,Pisani,577,France,Female,34,2,0.0,2,1,1,84033.35,0
479,15677538,Nwokike,569,France,Male,38,7,0.0,1,1,1,108469.2,0
73,15812518,Palermo,657,Spain,Female,37,0,163607.18,1,0,1,44203.55,0
88,15625759,Rowley,729,France,Male,30,9,0.0,2,1,0,151869.35,0
1514,15729040,Lamb,440,France,Male,42,2,0.0,2,1,0,49826.68,0
6380,15770543,Lowe,679,France,Male,37,7,74260.03,1,1,0,194617.98,0
8418,15689288,Folliero,630,France,Female,26,5,0.0,2,1,0,182612.38,0
2189,15799211,Anenechi,708,Spain,Female,32,8,187487.63,1,1,1,120115.5,0
9246,15681316,Tai,681,France,Female,41,0,120549.29,2,1,0,175722.31,0
8594,15722037,Alvarez,610,Germany,Male,36,7,115462.02,1,0,1,42581.04,0
5367,15812230,Elliot,670,Germany,Female,42,5,49508.79,3,1,1,100324.01,0
3160,15680587,Esposito,834,France,Male,23,4,131254.81,1,1,0,20199.3,0
928,15633461,Pai,639,Germany,Male,38,5,130170.82,1,1,1,149599.62,0
562,15800440,Power,650,Spain,Male,61,1,152968.73,1,0,1,82970.69,0
7411,15752344,She,714,Spain,Male,34,5,0.0,2,1,0,193040.32,0
7618,15678779,Quezada,502,France,Male,33,7,0.0,2,0,1,4082.52,0
4950,15786717,He,567,France,Male,36,1,0.0,2,0,0,8555.73,0
3858,15805025,Oster,636,France,Female,45,7,139859.23,1,1,1,108402.54,0
7502,15605341,Baird,681,France,Female,58,8,93173.88,1,1,1,139761.25,0
6477,15701412,T'ien,739,France,Male,40,4,0.0,2,0,0,173321.65,0
